Equipment.Id,time_step,time_index,ref_date,health_score,failure_rate_score,zscore_risk_score,temperature_trend_score,voltage_instability_score,maintenance_overdue_score,cost_at_risk_score,quality_failure_score,spec_violation_score,failure_rate,z_composite_mean,temperature_slope,voltage_cv,maintenance_overdue_days
CNC_052,23,23,2025-05-18 05:31:00,44.1,20.8,0.0,0.0,70.2,100.0,93.7,100.0,100.0,0.7917,3.293,0.51328,0.04474,0
CNC_052,24,24,2025-05-18 05:45:00,43.3,20.0,0.0,0.0,66.1,100.0,93.7,100.0,100.0,0.8,3.744,0.80189,0.05079,0
CNC_052,25,25,2025-05-18 06:00:00,43.3,19.2,0.0,0.0,67.3,100.0,93.7,100.0,100.0,0.8077,4.448,0.75003,0.0491,0
CNC_052,26,26,2025-05-18 06:14:00,48.2,18.5,0.0,37.2,63.6,100.0,93.7,100.0,100.0,0.8148,4.885,0.31415,0.05455,0
CNC_052,27,27,2025-05-18 06:28:00,54.5,21.4,0.0,75.2,63.7,100.0,93.7,100.0,100.0,0.7857,4.593,-0.12394,0.05446,0
CNC_052,28,28,2025-05-18 06:43:00,43.7,20.7,0.0,0.0,67.6,100.0,93.7,100.0,100.0,0.7931,4.57,-0.6525,0.04856,0
CNC_052,29,29,2025-05-18 06:57:00,43.5,20.0,0.0,0.0,67.3,100.0,93.7,100.0,100.0,0.8,4.732,-0.57999,0.04903,0
CNC_053,5,5,2025-05-18 01:12:00,54.3,33.3,47.3,2.1,74.7,100.0,66.4,100.0,100.0,0.6667,1.583,-0.48947,0.03798,0
CNC_053,6,6,2025-05-18 01:26:00,56.3,42.9,49.9,0.0,74.2,100.0,66.4,100.0,100.0,0.5714,1.504,-0.54425,0.03874,0
CNC_053,7,7,2025-05-18 01:40:00,52.6,37.5,45.2,0.0,62.9,100.0,66.4,100.0,100.0,0.625,1.644,-0.60669,0.05562,0
CNC_053,8,8,2025-05-18 01:55:00,53.1,33.3,44.5,8.6,64.4,100.0,66.4,100.0,100.0,0.6667,1.665,-0.45723,0.05347,0
CNC_053,9,9,2025-05-18 02:09:00,56.9,30.0,41.1,40.8,66.2,100.0,66.4,100.0,100.0,0.7,1.767,-0.29594,0.05076,0
CNC_053,10,10,2025-05-18 02:24:00,61.4,27.3,51.4,66.9,59.6,100.0,66.4,100.0,100.0,0.7273,1.458,0.16531,0.06053,0
CNC_053,11,11,2025-05-18 02:38:00,52.0,33.3,55.8,0.0,49.9,100.0,66.4,100.0,100.0,0.6667,1.325,0.57146,0.07521,0
CNC_053,12,12,2025-05-18 02:52:00,53.2,38.5,62.0,0.0,43.3,100.0,66.4,100.0,100.0,0.6154,1.141,1.6984,0.085,0
CNC_053,13,13,2025-05-18 03:07:00,52.3,35.7,62.8,0.0,40.1,100.0,66.4,100.0,100.0,0.6429,1.117,2.60759,0.08992,0
CNC_053,14,14,2025-05-18 03:21:00,50.2,33.3,62.7,0.0,29.2,100.0,66.4,100.0,100.0,0.6667,1.12,3.89903,0.1062,0
CNC_053,15,15,2025-05-18 03:36:00,47.9,31.2,57.1,0.0,23.6,100.0,66.4,100.0,100.0,0.6875,1.286,3.84509,0.1146,0
CNC_053,16,16,2025-05-18 03:50:00,46.4,35.3,53.5,0.0,13.3,100.0,66.4,100.0,100.0,0.6471,1.395,3.6665,0.1301,0
CNC_053,17,17,2025-05-18 04:04:00,46.9,33.3,53.2,0.0,19.4,100.0,66.4,100.0,100.0,0.6667,1.405,2.65985,0.12084,0
CNC_053,18,18,2025-05-18 04:19:00,46.8,31.6,51.7,0.0,23.4,100.0,66.4,100.0,100.0,0.6842,1.448,1.18725,0.11494,0
CNC_053,19,19,2025-05-18 04:33:00,47.0,30.0,48.3,0.0,31.7,100.0,66.4,100.0,100.0,0.7,1.552,-0.60509,0.10246,0
CNC_053,20,20,2025-05-18 04:48:00,45.6,28.6,38.1,0.0,37.5,100.0,66.4,100.0,100.0,0.7143,1.857,-1.86982,0.09369,0
CNC_053,21,21,2025-05-18 05:02:00,44.4,31.8,31.4,0.0,33.9,100.0,66.4,100.0,100.0,0.6818,2.057,-2.34495,0.09921,0
CNC_053,22,22,2025-05-18 05:16:00,41.8,30.4,20.9,0.0,32.7,100.0,66.4,100.0,100.0,0.6957,2.373,-1.67632,0.10089,0
CNC_053,23,23,2025-05-18 05:31:00,44.6,29.2,16.1,12.9,46.4,100.0,66.4,100.0,100.0,0.7083,2.518,-0.43554,0.08047,0
CNC_053,24,24,2025-05-18 05:45:00,42.6,28.0,14.5,0.0,49.7,100.0,66.4,100.0,100.0,0.72,2.564,1.21984,0.07541,0
CNC_053,25,25,2025-05-18 06:00:00,43.7,26.9,11.5,0.0,62.3,100.0,66.4,100.0,100.0,0.7308,2.656,2.50586,0.05653,0
CNC_053,26,26,2025-05-18 06:14:00,43.5,25.9,9.7,0.0,65.0,100.0,66.4,100.0,100.0,0.7407,2.71,3.43577,0.0525,0
CNC_053,27,27,2025-05-18 06:28:00,43.8,25.0,12.1,0.0,65.2,100.0,66.4,100.0,100.0,0.75,2.636,3.55172,0.05221,0
CNC_053,28,28,2025-05-18 06:43:00,42.9,24.1,11.3,0.0,61.0,100.0,66.4,100.0,100.0,0.7586,2.662,2.93682,0.0585,0
CNC_053,29,29,2025-05-18 06:57:00,40.9,23.3,8.5,0.0,52.7,100.0,66.4,100.0,100.0,0.7667,2.745,1.59777,0.07094,0
CNC_054,5,5,2025-05-18 01:12:00,55.8,66.7,63.6,0.0,64.7,100.0,0.3,100.0,100.0,0.3333,1.093,-1.13948,0.05295,0
CNC_054,6,6,2025-05-18 01:26:00,50.7,57.1,51.4,0.0,60.0,100.0,0.3,100.0,100.0,0.4286,1.46,-1.12155,0.06003,0
CNC_054,7,7,2025-05-18 01:40:00,46.1,50.0,39.4,0.0,54.7,100.0,0.3,100.0,100.0,0.5,1.817,-1.01073,0.06801,0
CNC_054,8,8,2025-05-18 01:55:00,43.0,44.4,33.6,0.0,49.0,100.0,0.3,100.0,100.0,0.5556,1.991,-0.83003,0.07644,0
CNC_054,9,9,2025-05-18 02:09:00,40.3,40.0,25.3,1.6,46.1,100.0,0.3,100.0,100.0,0.6,2.241,-0.49181,0.08084,0
CNC_054,10,10,2025-05-18 02:24:00,51.7,36.4,22.6,87.0,45.7,100.0,0.3,100.0,100.0,0.6364,2.321,-0.06495,0.08149,0
CNC_054,11,11,2025-05-18 02:38:00,36.5,33.3,17.8,0.0,41.7,100.0,0.3,100.0,100.0,0.6667,2.465,0.70564,0.08751,0
CNC_054,12,12,2025-05-18 02:52:00,35.9,30.8,23.9,0.0,32.6,100.0,0.3,100.0,100.0,0.6923,2.282,0.6437,0.10115,0
CNC_054,13,13,2025-05-18 03:07:00,35.8,28.6,20.9,0.0,39.1,100.0,0.3,100.0,100.0,0.7143,2.374,0.58836,0.09133,0
CNC_054,14,14,2025-05-18 03:21:00,42.1,26.7,13.0,35.9,58.0,100.0,0.3,100.0,100.0,0.7333,2.609,0.3204,0.06293,0
CNC_054,15,15,2025-05-18 03:36:00,41.5,25.0,10.0,29.4,67.2,100.0,0.3,100.0,100.0,0.75,2.699,0.35324,0.04915,0
CNC_054,16,16,2025-05-18 03:50:00,37.8,23.5,17.5,0.0,63.9,100.0,0.3,100.0,100.0,0.7647,2.475,-0.72337,0.05416,0
CNC_054,17,17,2025-05-18 04:04:00,35.8,22.2,14.8,0.0,55.6,100.0,0.3,100.0,100.0,0.7778,2.557,-1.77918,0.06658,0
CNC_054,18,18,2025-05-18 04:19:00,34.2,21.1,9.7,0.0,53.6,100.0,0.3,100.0,100.0,0.7895,2.708,-2.45786,0.06957,0
CNC_054,19,19,2025-05-18 04:33:00,32.1,20.0,7.0,0.0,44.3,100.0,0.3,100.0,100.0,0.8,2.791,-2.95384,0.08353,0
CNC_054,20,20,2025-05-18 04:48:00,29.2,19.0,2.2,0.0,32.8,100.0,0.3,100.0,100.0,0.8095,2.935,-2.76634,0.10082,0
CNC_054,21,21,2025-05-18 05:02:00,27.3,18.2,0.0,0.0,24.3,100.0,0.3,100.0,100.0,0.8182,3.005,-2.75358,0.11352,0
CNC_054,22,22,2025-05-18 05:16:00,29.3,21.7,3.6,0.0,28.2,100.0,0.3,100.0,100.0,0.7826,2.892,-2.80001,0.10773,0
CNC_054,23,23,2025-05-18 05:31:00,32.2,20.8,16.4,0.0,31.4,100.0,0.3,100.0,100.0,0.7917,2.509,-1.38102,0.10288,0
CNC_054,24,24,2025-05-18 05:45:00,47.0,20.0,30.8,87.1,25.3,100.0,0.3,100.0,100.0,0.8,2.077,0.06457,0.11201,0
CNC_054,25,25,2025-05-18 06:00:00,36.1,19.2,43.1,0.0,24.1,100.0,0.3,100.0,100.0,0.8077,1.708,1.35849,0.11389,0
CNC_054,26,26,2025-05-18 06:14:00,38.2,18.5,52.9,0.0,26.0,100.0,0.3,100.0,100.0,0.8148,1.414,2.64092,0.11105,0
CNC_054,27,27,2025-05-18 06:28:00,39.4,21.4,54.9,0.0,27.3,100.0,0.3,100.0,100.0,0.7857,1.352,3.38225,0.10908,0
CNC_054,28,28,2025-05-18 06:43:00,39.7,24.1,47.5,0.0,35.9,100.0,0.3,100.0,100.0,0.7586,1.576,4.00187,0.09614,0
CNC_054,29,29,2025-05-18 06:57:00,39.8,23.3,44.9,0.0,41.0,100.0,0.3,100.0,100.0,0.7667,1.652,3.65497,0.08843,0
CNC_055,5,5,2025-05-18 01:12:00,51.9,50.0,40.2,0.0,64.3,100.0,42.0,100.0,100.0,0.5,1.795,-2.23084,0.05356,0
CNC_055,6,6,2025-05-18 01:26:00,50.5,57.1,24.1,0.0,66.8,100.0,42.0,100.0,100.0,0.4286,2.278,-2.47957,0.04976,0
CNC_055,7,7,2025-05-18 01:40:00,47.0,50.0,15.2,0.0,65.0,100.0,42.0,100.0,100.0,0.5,2.545,-2.25449,0.05254,0
CNC_055,8,8,2025-05-18 01:55:00,42.1,44.4,7.1,0.0,50.8,100.0,42.0,100.0,100.0,0.5556,2.788,-1.76503,0.07381,0
CNC_055,9,9,2025-05-18 02:09:00,39.9,40.0,0.0,0.0,51.0,100.0,42.0,100.0,100.0,0.6,3.271,-1.25427,0.07347,0
CNC_055,10,10,2025-05-18 02:24:00,39.0,36.4,0.0,0.0,50.5,100.0,42.0,100.0,100.0,0.6364,3.525,-0.92131,0.07424,0
CNC_055,11,11,2025-05-18 02:38:00,51.3,33.3,0.0,91.1,45.2,100.0,42.0,100.0,100.0,0.6667,3.719,0.04457,0.08213,0
CNC_055,12,12,2025-05-18 02:52:00,36.7,30.8,0.0,0.0,42.3,100.0,42.0,100.0,100.0,0.6923,3.844,1.16347,0.08652,0
CNC_055,13,13,2025-05-18 03:07:00,37.1,28.6,0.0,0.0,47.6,100.0,42.0,100.0,100.0,0.7143,3.525,2.03938,0.07855,0
CNC_055,14,14,2025-05-18 03:21:00,36.0,26.7,0.0,0.0,43.1,100.0,42.0,100.0,100.0,0.7333,3.074,2.29321,0.08535,0
CNC_055,15,15,2025-05-18 03:36:00,37.2,25.0,8.6,0.0,42.1,100.0,42.0,100.0,100.0,0.75,2.741,2.41377,0.0869,0
CNC_055,16,16,2025-05-18 03:50:00,39.5,23.5,22.4,0.0,40.6,100.0,42.0,100.0,100.0,0.7647,2.328,2.14838,0.08913,0
CNC_055,17,17,2025-05-18 04:04:00,41.7,22.2,33.5,0.0,42.5,100.0,42.0,100.0,100.0,0.7778,1.996,1.77072,0.08624,0
CNC_055,18,18,2025-05-18 04:19:00,46.2,26.3,38.2,0.0,60.7,100.0,42.0,100.0,100.0,0.7368,1.854,1.69401,0.0589,0
CNC_055,19,19,2025-05-18 04:33:00,47.9,25.0,42.3,0.0,68.3,100.0,42.0,100.0,100.0,0.75,1.731,1.51992,0.04753,0
CNC_055,20,20,2025-05-18 04:48:00,48.3,23.8,53.2,0.0,58.2,100.0,42.0,100.0,100.0,0.7619,1.405,0.97028,0.06268,0
CNC_055,21,21,2025-05-18 05:02:00,49.7,27.3,55.7,0.0,59.2,100.0,42.0,100.0,100.0,0.7273,1.329,0.94378,0.06114,0
CNC_055,22,22,2025-05-18 05:16:00,52.1,26.1,52.2,29.8,51.6,100.0,42.0,100.0,100.0,0.7391,1.434,0.35093,0.07258,0
CNC_055,23,23,2025-05-18 05:31:00,56.4,29.2,48.3,70.8,40.4,100.0,42.0,100.0,100.0,0.7083,1.552,0.14582,0.08943,0
CNC_055,24,24,2025-05-18 05:45:00,52.3,28.0,47.7,38.2,48.2,100.0,42.0,100.0,100.0,0.72,1.569,-0.30921,0.07772,0
CNC_055,25,25,2025-05-18 06:00:00,48.2,26.9,32.7,32.0,48.8,100.0,42.0,100.0,100.0,0.7308,2.02,-0.33997,0.07685,0
CNC_055,26,26,2025-05-18 06:14:00,39.8,25.9,9.7,0.0,56.4,100.0,42.0,100.0,100.0,0.7407,2.708,-1.72068,0.06547,0
CNC_055,27,27,2025-05-18 06:28:00,38.6,25.0,0.0,0.0,62.7,100.0,42.0,100.0,100.0,0.75,3.002,-2.76615,0.05596,0
CNC_055,28,28,2025-05-18 06:43:00,39.3,24.1,0.0,0.0,68.4,100.0,42.0,100.0,100.0,0.7586,3.344,-2.94527,0.04747,0
CNC_055,29,29,2025-05-18 06:57:00,39.6,23.3,0.0,0.0,71.6,100.0,42.0,100.0,100.0,0.7667,4.153,-3.29721,0.04265,0
CNC_056,5,5,2025-05-18 01:12:00,55.6,50.0,64.4,0.0,58.8,100.0,39.1,100.0,100.0,0.5,1.069,-0.79546,0.06182,0
CNC_056,6,6,2025-05-18 01:26:00,54.6,42.9,65.0,0.0,60.7,100.0,39.1,100.0,100.0,0.5714,1.05,-0.61131,0.05891,0
CNC_056,7,7,2025-05-18 01:40:00,53.1,37.5,62.6,0.0,61.1,100.0,39.1,100.0,100.0,0.625,1.122,-0.6457,0.05829,0
CNC_056,8,8,2025-05-18 01:55:00,54.2,44.4,64.8,0.0,56.2,100.0,39.1,100.0,100.0,0.5556,1.057,-0.73443,0.06565,0
CNC_056,9,9,2025-05-18 02:09:00,55.4,50.0,66.0,0.0,55.3,100.0,39.1,100.0,100.0,0.5,1.02,-0.91865,0.067,0
CNC_056,10,10,2025-05-18 02:24:00,56.7,54.5,65.3,0.0,58.5,100.0,39.1,100.0,100.0,0.4545,1.04,-0.73045,0.06228,0
CNC_056,11,11,2025-05-18 02:38:00,58.3,58.3,69.9,0.0,58.0,100.0,39.1,100.0,100.0,0.4167,0.902,-0.67806,0.06298,0
CNC_056,12,12,2025-05-18 02:52:00,58.9,53.8,75.2,0.0,61.3,100.0,39.1,100.0,100.0,0.4615,0.744,-0.93897,0.05798,0
CNC_056,13,13,2025-05-18 03:07:00,59.8,50.0,77.8,0.0,68.9,100.0,39.1,100.0,100.0,0.5,0.667,-0.57831,0.04663,0
CNC_056,14,14,2025-05-18 03:21:00,62.3,46.7,74.2,24.0,70.9,100.0,39.1,100.0,100.0,0.5333,0.774,-0.37978,0.04363,0
CNC_056,15,15,2025-05-18 03:36:00,69.3,43.8,71.4,86.6,62.7,100.0,39.1,100.0,100.0,0.5625,0.858,0.0671,0.05598,0
CNC_056,16,16,2025-05-18 03:50:00,55.1,41.2,65.1,0.0,66.0,100.0,39.1,100.0,100.0,0.5882,1.046,0.78671,0.05104,0
CNC_056,17,17,2025-05-18 04:04:00,53.3,38.9,58.3,0.0,66.6,100.0,39.1,100.0,100.0,0.6111,1.25,0.61651,0.05014,0
CNC_056,18,18,2025-05-18 04:19:00,52.3,36.8,56.7,0.0,64.6,100.0,39.1,100.0,100.0,0.6316,1.299,0.7458,0.05312,0
CNC_056,19,19,2025-05-18 04:33:00,56.5,35.0,57.7,35.7,58.3,100.0,39.1,100.0,100.0,0.65,1.269,0.32146,0.0626,0
CNC_056,20,20,2025-05-18 04:48:00,58.7,33.3,54.1,65.7,49.5,100.0,39.1,100.0,100.0,0.6667,1.377,0.17155,0.07572,0
CNC_056,21,21,2025-05-18 05:02:00,47.8,31.8,47.5,7.0,46.7,100.0,39.1,100.0,100.0,0.6818,1.575,-0.46516,0.07988,0
CNC_056,22,22,2025-05-18 05:16:00,43.7,30.4,37.6,0.0,41.1,100.0,39.1,100.0,100.0,0.6957,1.873,-1.34326,0.08834,0
CNC_056,23,23,2025-05-18 05:31:00,39.3,29.2,25.7,0.0,29.3,100.0,39.1,100.0,100.0,0.7083,2.228,-2.19936,0.10605,0
CNC_056,24,24,2025-05-18 05:45:00,35.6,32.0,9.2,0.0,22.8,100.0,39.1,100.0,100.0,0.68,2.725,-2.25539,0.11584,0
CNC_056,25,25,2025-05-18 06:00:00,31.3,30.8,0.0,0.0,8.2,100.0,39.1,100.0,100.0,0.6923,3.213,-2.32934,0.13775,0
CNC_056,26,26,2025-05-18 06:14:00,30.7,29.6,0.0,0.0,6.0,100.0,39.1,100.0,100.0,0.7037,3.558,-3.03579,0.14093,0
CNC_056,27,27,2025-05-18 06:28:00,33.7,28.6,0.0,0.0,26.9,100.0,39.1,100.0,100.0,0.7143,3.754,-2.77211,0.1096,0
CNC_056,28,28,2025-05-18 06:43:00,35.8,27.6,0.0,0.0,42.6,100.0,39.1,100.0,100.0,0.7241,3.902,-1.84027,0.08607,0
CNC_056,29,29,2025-05-18 06:57:00,37.3,26.7,0.0,0.0,53.8,100.0,39.1,100.0,100.0,0.7333,4.008,-1.17231,0.06935,0
CNC_057,5,5,2025-05-18 01:12:00,58.7,83.3,52.8,17.5,30.9,100.0,42.5,100.0,100.0,0.1667,1.417,0.41252,0.10362,0
CNC_057,6,6,2025-05-18 01:26:00,54.9,71.4,54.1,0.0,36.8,100.0,42.5,100.0,100.0,0.2857,1.376,0.60086,0.09478,0
CNC_057,7,7,2025-05-18 01:40:00,53.7,62.5,55.7,0.0,38.8,100.0,42.5,100.0,100.0,0.375,1.328,0.67303,0.09176,0
CNC_057,8,8,2025-05-18 01:55:00,51.9,55.6,56.3,0.0,35.0,100.0,42.5,100.0,100.0,0.4444,1.312,0.65917,0.09748,0
CNC_057,9,9,2025-05-18 02:09:00,52.5,60.0,55.2,0.0,34.6,100.0,42.5,100.0,100.0,0.4,1.344,0.58019,0.09809,0
CNC_057,10,10,2025-05-18 02:24:00,60.0,54.5,53.3,46.5,48.4,100.0,42.5,100.0,100.0,0.4545,1.4,0.26773,0.07745,0
CNC_057,11,11,2025-05-18 02:38:00,64.6,50.0,53.0,73.5,58.3,100.0,42.5,100.0,100.0,0.5,1.41,-0.13245,0.06253,0
CNC_057,12,12,2025-05-18 02:52:00,66.6,46.2,47.7,91.7,65.7,100.0,42.5,100.0,100.0,0.5385,1.57,-0.04172,0.05144,0
CNC_057,13,13,2025-05-18 03:07:00,54.6,42.9,56.4,0.0,70.3,100.0,42.5,100.0,100.0,0.5714,1.309,-0.62797,0.04461,0
CNC_057,14,14,2025-05-18 03:21:00,51.6,40.0,43.7,0.0,71.0,100.0,42.5,100.0,100.0,0.6,1.69,-0.73358,0.04349,0
CNC_057,15,15,2025-05-18 03:36:00,58.3,37.5,28.1,72.4,67.0,100.0,42.5,100.0,100.0,0.625,2.158,0.13814,0.04949,0
CNC_057,16,16,2025-05-18 03:50:00,47.7,35.3,27.5,0.0,72.4,100.0,42.5,100.0,100.0,0.6471,2.174,0.73611,0.04133,0
CNC_057,17,17,2025-05-18 04:04:00,45.0,33.3,23.5,0.0,62.9,100.0,42.5,100.0,100.0,0.6667,2.296,0.99942,0.05566,0
CNC_057,18,18,2025-05-18 04:19:00,42.6,31.6,17.8,0.0,56.8,100.0,42.5,100.0,100.0,0.6842,2.467,1.42272,0.06474,0
CNC_057,19,19,2025-05-18 04:33:00,44.3,35.0,25.4,0.0,52.9,100.0,42.5,100.0,100.0,0.65,2.237,1.53448,0.07064,0
CNC_057,20,20,2025-05-18 04:48:00,48.3,38.1,41.7,0.0,54.1,100.0,42.5,100.0,100.0,0.619,1.749,0.966,0.06886,0
CNC_057,21,21,2025-05-18 05:02:00,46.4,36.4,35.2,0.0,52.4,100.0,42.5,100.0,100.0,0.6364,1.943,0.67368,0.07142,0
CNC_057,22,22,2025-05-18 05:16:00,54.5,34.8,39.4,46.7,55.8,100.0,42.5,100.0,100.0,0.6522,1.817,-0.2666,0.06623,0
CNC_057,23,23,2025-05-18 05:31:00,49.0,33.3,40.9,0.0,66.4,100.0,42.5,100.0,100.0,0.6667,1.773,-0.99211,0.05042,0
CNC_057,24,24,2025-05-18 05:45:00,51.4,36.0,43.0,0.0,75.5,100.0,42.5,100.0,100.0,0.64,1.71,-1.00509,0.03676,0
CNC_057,25,25,2025-05-18 06:00:00,54.1,34.6,39.6,22.7,77.5,100.0,42.5,100.0,100.0,0.6538,1.812,-0.38637,0.03377,0
CNC_057,26,26,2025-05-18 06:14:00,50.8,33.3,40.0,0.0,79.3,100.0,42.5,100.0,100.0,0.6667,1.799,-0.77283,0.03104,0
CNC_057,27,27,2025-05-18 06:28:00,52.4,32.1,39.1,12.6,80.0,100.0,42.5,100.0,100.0,0.6786,1.827,-0.43682,0.03003,0
CNC_057,28,28,2025-05-18 06:43:00,49.2,34.5,30.3,0.0,79.6,100.0,42.5,100.0,100.0,0.6552,2.09,-1.04562,0.03061,0
CNC_057,29,29,2025-05-18 06:57:00,47.9,33.3,23.5,0.0,81.7,100.0,42.5,100.0,100.0,0.6667,2.294,-1.36084,0.0274,0
CNC_058,5,5,2025-05-18 01:12:00,52.9,50.0,67.6,0.0,55.5,100.0,10.6,100.0,100.0,0.5,0.972,0.90931,0.06669,0
CNC_058,6,6,2025-05-18 01:26:00,49.6,42.9,58.7,0.0,55.0,100.0,10.6,100.0,100.0,0.5714,1.24,1.75159,0.06745,0
CNC_058,7,7,2025-05-18 01:40:00,46.0,37.5,51.7,0.0,47.2,100.0,10.6,100.0,100.0,0.625,1.449,2.49635,0.07914,0
CNC_058,8,8,2025-05-18 01:55:00,40.9,33.3,38.6,0.0,36.2,100.0,10.6,100.0,100.0,0.6667,1.843,2.9298,0.09564,0
CNC_058,9,9,2025-05-18 02:09:00,35.2,30.0,19.7,0.0,27.9,100.0,10.6,100.0,100.0,0.7,2.409,3.235,0.10821,0
CNC_058,10,10,2025-05-18 02:24:00,34.8,36.4,10.0,0.0,30.0,100.0,10.6,100.0,100.0,0.6364,2.7,3.81462,0.10498,0
CNC_058,11,11,2025-05-18 02:38:00,34.5,33.3,9.3,0.0,32.7,100.0,10.6,100.0,100.0,0.6667,2.722,3.71332,0.10089,0
CNC_058,12,12,2025-05-18 02:52:00,36.1,30.8,9.7,0.0,46.6,100.0,10.6,100.0,100.0,0.6923,2.708,3.0565,0.08011,0
CNC_058,13,13,2025-05-18 03:07:00,38.6,28.6,16.6,0.0,56.6,100.0,10.6,100.0,100.0,0.7143,2.501,1.62028,0.06507,0
CNC_058,14,14,2025-05-18 03:21:00,50.8,26.7,32.9,67.1,51.7,100.0,10.6,100.0,100.0,0.7333,2.014,0.16469,0.07241,0
CNC_058,15,15,2025-05-18 03:36:00,42.7,25.0,44.7,0.0,51.1,100.0,10.6,100.0,100.0,0.75,1.658,-1.48418,0.07338,0
CNC_058,16,16,2025-05-18 03:50:00,42.9,23.5,46.1,0.0,53.1,100.0,10.6,100.0,100.0,0.7647,1.618,-2.37125,0.07042,0
CNC_058,17,17,2025-05-18 04:04:00,44.4,22.2,57.2,0.0,49.4,100.0,10.6,100.0,100.0,0.7778,1.283,-2.4059,0.07587,0
CNC_058,18,18,2025-05-18 04:19:00,46.2,26.3,61.0,0.0,51.6,100.0,10.6,100.0,100.0,0.7368,1.171,-3.14165,0.07267,0
CNC_058,19,19,2025-05-18 04:33:00,47.2,25.0,63.9,0.0,55.8,100.0,10.6,100.0,100.0,0.75,1.083,-2.72634,0.06637,0
CNC_058,20,20,2025-05-18 04:48:00,48.2,28.6,60.2,0.0,62.2,100.0,10.6,100.0,100.0,0.7143,1.193,-2.81522,0.05663,0
CNC_058,21,21,2025-05-18 05:02:00,50.0,31.8,65.8,0.0,62.7,100.0,10.6,100.0,100.0,0.6818,1.025,-2.44047,0.05592,0
CNC_058,22,22,2025-05-18 05:16:00,50.8,30.4,66.0,0.0,69.8,100.0,10.6,100.0,100.0,0.6957,1.02,-2.03405,0.04528,0
CNC_058,23,23,2025-05-18 05:31:00,49.5,29.2,66.1,0.0,62.8,100.0,10.6,100.0,100.0,0.7083,1.017,-2.39783,0.05582,0
CNC_058,24,24,2025-05-18 05:45:00,50.0,28.0,66.3,0.0,66.9,100.0,10.6,100.0,100.0,0.72,1.01,-2.86701,0.04961,0
CNC_058,25,25,2025-05-18 06:00:00,50.6,26.9,70.6,0.0,66.8,100.0,10.6,100.0,100.0,0.7308,0.883,-3.10094,0.04983,0
CNC_058,26,26,2025-05-18 06:14:00,51.2,25.9,68.6,0.0,74.7,100.0,10.6,100.0,100.0,0.7407,0.941,-2.36305,0.03795,0
CNC_058,27,27,2025-05-18 06:28:00,49.9,28.6,59.7,0.0,74.6,100.0,10.6,100.0,100.0,0.7143,1.21,-2.17803,0.03811,0
CNC_058,28,28,2025-05-18 06:43:00,48.6,31.0,53.9,0.0,70.2,100.0,10.6,100.0,100.0,0.6897,1.383,-1.93223,0.0447,0
CNC_058,29,29,2025-05-18 06:57:00,45.2,33.3,45.7,0.0,55.6,100.0,10.6,100.0,100.0,0.6667,1.63,-2.30065,0.06667,0
CNC_059,5,5,2025-05-18 01:12:00,60.1,50.0,61.0,0.0,70.6,100.0,72.9,100.0,100.0,0.5,1.169,-1.38377,0.04416,0
CNC_059,6,6,2025-05-18 01:26:00,58.6,42.9,62.6,0.0,67.8,100.0,72.9,100.0,100.0,0.5714,1.121,-1.5469,0.04823,0
CNC_059,7,7,2025-05-18 01:40:00,57.9,37.5,62.9,0.0,70.0,100.0,72.9,100.0,100.0,0.625,1.113,-1.85757,0.04494,0
CNC_059,8,8,2025-05-18 01:55:00,56.9,33.3,60.6,0.0,71.9,100.0,72.9,100.0,100.0,0.6667,1.181,-2.02334,0.04211,0
CNC_059,9,9,2025-05-18 02:09:00,57.1,30.0,64.0,0.0,73.5,100.0,72.9,100.0,100.0,0.7,1.081,-1.98657,0.03975,0
CNC_059,10,10,2025-05-18 02:24:00,59.3,36.4,66.7,0.0,75.8,100.0,72.9,100.0,100.0,0.6364,0.998,-1.72337,0.03626,0
CNC_059,11,11,2025-05-18 02:38:00,61.8,41.7,72.0,0.0,78.6,100.0,72.9,100.0,100.0,0.5833,0.84,-0.98581,0.03216,0
CNC_059,12,12,2025-05-18 02:52:00,59.8,38.5,71.0,0.0,70.7,100.0,72.9,100.0,100.0,0.6154,0.871,-0.68119,0.04389,0
CNC_059,13,13,2025-05-18 03:07:00,75.4,42.9,70.6,94.6,74.7,100.0,72.9,100.0,100.0,0.5714,0.883,0.02703,0.03792,0
CNC_059,14,14,2025-05-18 03:21:00,59.8,40.0,67.4,0.0,73.4,100.0,72.9,100.0,100.0,0.6,0.977,1.46497,0.03991,0
CNC_059,15,15,2025-05-18 03:36:00,58.4,37.5,61.5,0.0,75.6,100.0,72.9,100.0,100.0,0.625,1.155,2.29575,0.03665,0
CNC_059,16,16,2025-05-18 03:50:00,57.9,41.2,56.7,0.0,73.9,100.0,72.9,100.0,100.0,0.5882,1.299,2.60265,0.03921,0
CNC_059,17,17,2025-05-18 04:04:00,58.8,38.9,62.5,0.0,75.0,100.0,72.9,100.0,100.0,0.6111,1.124,2.40182,0.03749,0
CNC_059,18,18,2025-05-18 04:19:00,58.7,36.8,67.2,0.0,70.5,100.0,72.9,100.0,100.0,0.6316,0.985,1.61381,0.04424,0
CNC_059,19,19,2025-05-18 04:33:00,55.7,35.0,65.4,0.0,55.7,100.0,72.9,100.0,100.0,0.65,1.038,0.85365,0.06645,0
